2002,21,acorpse,action,additional,address,along,also,alternatives,american,anonymous,australia,avoid,baby,bloggs,britain,cali,called,canada,capra,case,cases,child,children,cited,city,confusion,context,contexts,countries,created,culture,delego,discussion,document,doe,early,etc,evaluation,example,federal,female,females,fictional,fill,film,first,form,frank,frequently,great,hospital,however,identity,including,information,instead,james,jane,janie,joe,john,jonnie,judy,kansas,kingdom,known,labelled,legal,listed,major,male,males,manner,mary,may,meet,miles,missouri,murder,must,name,names,new,notorious,numbered,often,operation,originates,parties,party,patient,persons,placeholder,poe,popular,possible,practice,precious,princess,provide,public,python,rarely,refer,referenced,referred,richard,roe,series,several,similar,similarly,simply,simultaneously,smith,sometimes,specific,states,stiles,surnames,television,true,two,typical,uk,unidentified,united,unknown,use,used,variants,victim,victims,warning,well,whose,widely,withheld,zealand
0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.08972229068318688,0.02990743022772896,0.05981486045545792,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.08972229068318688,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.08972229068318688,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.6579634650100371,0.02990743022772896,0.08972229068318688,0.02990743022772896,0.11962972091091584,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.08972229068318688,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.08972229068318688,0.02990743022772896,0.08972229068318688,0.41870402318820543,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.11962972091091584,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.08972229068318688,0.11962972091091584,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.05981486045545792,0.05981486045545792,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.11962972091091584,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.11962972091091584,0.02990743022772896,0.2990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.02990743022772896,0.05981486045545792,0.08972229068318688,0.02990743022772896,0.02990743022772896,0.02990743022772896
